KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
3172,"Kota Jakarta Timur, D.K.I. Jakarta",Jenjang Pendidikan SMP,3.8273
3173,"Kota Jakarta Pusat, D.K.I. Jakarta",Jenjang Pendidikan SMP,3.8941
3174,"Kota Jakarta Barat, D.K.I. Jakarta",Jenjang Pendidikan SMP,3.1728
3175,"Kota Jakarta Utara, D.K.I. Jakarta",Jenjang Pendidikan SMP,1.9748
3201,"Kab. Bogor, Jawa Barat",Jenjang Pendidikan SMP,5.076
3202,"Kab. Sukabumi, Jawa Barat",Jenjang Pendidikan SMP,10.6163
3203,"Kab. Cianjur, Jawa Barat",Jenjang Pendidikan SMP,11.8644
3204,"Kab. Bandung, Jawa Barat",Jenjang Pendidikan SMP,7.9678
3205,"Kab. Garut, Jawa Barat",Jenjang Pendidikan SMP,6.9837
3206,"Kab. Tasikmalaya, Jawa Barat",Jenjang Pendidikan SMP,7.7957
3207,"Kab. Ciamis, Jawa Barat",Jenjang Pendidikan SMP,7.3246
3208,"Kab. Kuningan, Jawa Barat",Jenjang Pendidikan SMP,15.401
3209,"Kab. Cirebon, Jawa Barat",Jenjang Pendidikan SMP,13.3577
3210,"Kab. Majalengka, Jawa Barat",Jenjang Pendidikan SMP,6.8245
3211,"Kab. Sumedang, Jawa Barat",Jenjang Pendidikan SMP,8.1525
3212,"Kab. Indramayu, Jawa Barat",Jenjang Pendidikan SMP,11.9302
3213,"Kab. Subang, Jawa Barat",Jenjang Pendidikan SMP,16.3617
3214,"Kab. Purwakarta, Jawa Barat",Jenjang Pendidikan SMP,9.2271
3215,"Kab. Karawang, Jawa Barat",Jenjang Pendidikan SMP,12.294
3216,"Kab. Bekasi, Jawa Barat",Jenjang Pendidikan SMP,7.7181
3217,"Kab. Bandung Barat, Jawa Barat",Jenjang Pendidikan SMP,12.7841
3218,"Kab. Pangandaran, Jawa Barat",Jenjang Pendidikan SMP,13.8
3271,"Kota Bogor, Jawa Barat",Jenjang Pendidikan SMP,1.1073
3272,"Kota Sukabumi, Jawa Barat",Jenjang Pendidikan SMP,5.2838
3273,"Kota Bandung, Jawa Barat",Jenjang Pendidikan SMP,3.0635
3274,"Kota Cirebon, Jawa Barat",Jenjang Pendidikan SMP,2.381
3275,"Kota Bekasi, Jawa Barat",Jenjang Pendidikan SMP,2.4788
3276,"Kota Depok, Jawa Barat",Jenjang Pendidikan SMP,4.8304
3277,"Kota Cimahi, Jawa Barat",Jenjang Pendidikan SMP,1.3605
3278,"Kota Tasikmalaya, Jawa Barat",Jenjang Pendidikan SMP,5.7203
3301,"Kab. Cilacap, Jawa Tengah",Jenjang Pendidikan SMP,8.4241
3302,"Kab. Banyumas, Jawa Tengah",Jenjang Pendidikan SMP,9.7862
3303,"Kab. Purbalingga, Jawa Tengah",Jenjang Pendidikan SMP,2.8419
3304,"Kab. Banjarnegara, Jawa Tengah",Jenjang Pendidikan SMP,2.5394
3305,"Kab. Kebumen, Jawa Tengah",Jenjang Pendidikan SMP,2.7868
3306,"Kab. Purworejo, Jawa Tengah",Jenjang Pendidikan SMP,5.8206
3307,"Kab. Wonosobo, Jawa Tengah",Jenjang Pendidikan SMP,4.3238
3308,"Kab. Magelang, Jawa Tengah",Jenjang Pendidikan SMP,9.6112
3309,"Kab. Boyolali, Jawa Tengah",Jenjang Pendidikan SMP,6.2133
3310,"Kab. Klaten, Jawa Tengah",Jenjang Pendidikan SMP,3.5583
3311,"Kab. Sukoharjo, Jawa Tengah",Jenjang Pendidikan SMP,1.8536
3312,"Kab. Wonogiri, Jawa Tengah",Jenjang Pendidikan SMP,7.6923
3313,"Kab. Karanganyar, Jawa Tengah",Jenjang Pendidikan SMP,3.2432
3314,"Kab. Sragen, Jawa Tengah",Jenjang Pendidikan SMP,3.8929
3315,"Kab. Grobogan, Jawa Tengah",Jenjang Pendidikan SMP,9.6981
3316,"Kab. Blora, Jawa Tengah",Jenjang Pendidikan SMP,6.0662
3317,"Kab. Rembang, Jawa Tengah",Jenjang Pendidikan SMP,12.963
3318,"Kab. Pati, Jawa Tengah",Jenjang Pendidikan SMP,8.0592
3319,"Kab. Kudus, Jawa Tengah",Jenjang Pendidikan SMP,3.2895
3320,"Kab. Jepara, Jawa Tengah",Jenjang Pendidikan SMP,2.7426
3321,"Kab. Demak, Jawa Tengah",Jenjang Pendidikan SMP,10.2508
3322,"Kab. Semarang, Jawa Tengah",Jenjang Pendidikan SMP,3.2609
3323,"Kab. Temanggung, Jawa Tengah",Jenjang Pendidikan SMP,5.4085
3324,"Kab. Kendal, Jawa Tengah",Jenjang Pendidikan SMP,13.5954
3325,"Kab. Batang, Jawa Tengah",Jenjang Pendidikan SMP,4.8447
3326,"Kab. Pekalongan, Jawa Tengah",Jenjang Pendidikan SMP,8.8843
3327,"Kab. Pemalang, Jawa Tengah",Jenjang Pendidikan SMP,9.427
3328,"Kab. Tegal, Jawa Tengah",Jenjang Pendidikan SMP,3.2302
3329,"Kab. Brebes, Jawa Tengah",Jenjang Pendidikan SMP,5.6488
3371,"Kota Magelang, Jawa Tengah",Jenjang Pendidikan SMP,0
3372,"Kota Surakarta, Jawa Tengah",Jenjang Pendidikan SMP,4.2623
3373,"Kota Salatiga, Jawa Tengah",Jenjang Pendidikan SMP,2.0057
3374,"Kota Semarang, Jawa Tengah",Jenjang Pendidikan SMP,3.7463
3375,"Kota Pekalongan, Jawa Tengah",Jenjang Pendidikan SMP,3.7037
3376,"Kota Tegal, Jawa Tengah",Jenjang Pendidikan SMP,16.1224
3401,"Kab. Kulon Progo, D.I. Yogyakarta",Jenjang Pendidikan SMP,2.2581
3402,"Kab. Bantul, D.I. Yogyakarta",Jenjang Pendidikan SMP,3.4301
3403,"Kab. Gunung Kidul, D.I. Yogyakarta",Jenjang Pendidikan SMP,5
3404,"Kab. Sleman, D.I. Yogyakarta",Jenjang Pendidikan SMP,2.682
3471,"Kota Yogyakarta, D.I. Yogyakarta",Jenjang Pendidikan SMP,0
3501,"Kab. Pacitan, Jawa Timur",Jenjang Pendidikan SMP,3.1609
3502,"Kab. Ponorogo, Jawa Timur",Jenjang Pendidikan SMP,5.0147
3503,"Kab. Trenggalek, Jawa Timur",Jenjang Pendidikan SMP,7.5741
3504,"Kab. Tulungagung, Jawa Timur",Jenjang Pendidikan SMP,6.3953
3505,"Kab. Blitar, Jawa Timur",Jenjang Pendidikan SMP,9.329
3506,"Kab. Kediri, Jawa Timur",Jenjang Pendidikan SMP,7.8734
3507,"Kab. Malang, Jawa Timur",Jenjang Pendidikan SMP,7.4499
3508,"Kab. Lumajang, Jawa Timur",Jenjang Pendidikan SMP,4.5213
3509,"Kab. Jember, Jawa Timur",Jenjang Pendidikan SMP,9.0945
3510,"Kab. Banyuwangi, Jawa Timur",Jenjang Pendidikan SMP,5.7271
3511,"Kab. Bondowoso, Jawa Timur",Jenjang Pendidikan SMP,12.5172
3512,"Kab. Situbondo, Jawa Timur",Jenjang Pendidikan SMP,5.1534
3513,"Kab. Probolinggo, Jawa Timur",Jenjang Pendidikan SMP,7.9327
3514,"Kab. Pasuruan, Jawa Timur",Jenjang Pendidikan SMP,6.5771
3515,"Kab. Sidoarjo, Jawa Timur",Jenjang Pendidikan SMP,1.8429
3516,"Kab. Mojokerto, Jawa Timur",Jenjang Pendidikan SMP,11.4072
3517,"Kab. Jombang, Jawa Timur",Jenjang Pendidikan SMP,8.3333
3518,"Kab. Nganjuk, Jawa Timur",Jenjang Pendidikan SMP,11.5292
3519,"Kab. Madiun, Jawa Timur",Jenjang Pendidikan SMP,13.9535
3520,"Kab. Magetan, Jawa Timur",Jenjang Pendidikan SMP,8.607
3521,"Kab. Ngawi, Jawa Timur",Jenjang Pendidikan SMP,14.5308
3522,"Kab. Bojonegoro, Jawa Timur",Jenjang Pendidikan SMP,23.8699
3523,"Kab. Tuban, Jawa Timur",Jenjang Pendidikan SMP,10.2634
3524,"Kab. Lamongan, Jawa Timur",Jenjang Pendidikan SMP,15.1307
3525,"Kab. Gresik, Jawa Timur",Jenjang Pendidikan SMP,7.9325
3526,"Kab. Bangkalan, Jawa Timur",Jenjang Pendidikan SMP,16.2095
3527,"Kab. Sampang, Jawa Timur",Jenjang Pendidikan SMP,9.1792
3528,"Kab. Pamekasan, Jawa Timur",Jenjang Pendidikan SMP,14.6991
3529,"Kab. Sumenep, Jawa Timur",Jenjang Pendidikan SMP,13.3188
3571,"Kota Kediri, Jawa Timur",Jenjang Pendidikan SMP,5.1896
3572,"Kota Blitar, Jawa Timur",Jenjang Pendidikan SMP,0.625
3573,"Kota Malang, Jawa Timur",Jenjang Pendidikan SMP,0.1639
3574,"Kota Probolinggo, Jawa Timur",Jenjang Pendidikan SMP,2.2876
3575,"Kota Pasuruan, Jawa Timur",Jenjang Pendidikan SMP,4.9231
3576,"Kota Mojokerto, Jawa Timur",Jenjang Pendidikan SMP,1.6447
3577,"Kota Madiun, Jawa Timur",Jenjang Pendidikan SMP,0
3578,"Kota Surabaya, Jawa Timur",Jenjang Pendidikan SMP,1.0557
3579,"Kota Batu, Jawa Timur",Jenjang Pendidikan SMP,0.6803
3601,"Kab. Pandeglang, Banten",Jenjang Pendidikan SMP,10.1233
3602,"Kab. Lebak, Banten",Jenjang Pendidikan SMP,12.4153
3603,"Kab. Tangerang, Banten",Jenjang Pendidikan SMP,5.3011
3604,"Kab. Serang, Banten",Jenjang Pendidikan SMP,9.3629
3671,"Kota Tangerang, Banten",Jenjang Pendidikan SMP,2.4631
3672,"Kota Cilegon, Banten",Jenjang Pendidikan SMP,9.9602
3673,"Kota Serang, Banten",Jenjang Pendidikan SMP,3.3019
3674,"Kota Tangerang Selatan, Banten",Jenjang Pendidikan SMP,2.4915
5101,"Kab. Jembrana, Bali",Jenjang Pendidikan SMP,6.2176
5102,"Kab. Tabanan, Bali",Jenjang Pendidikan SMP,4.3406
5103,"Kab. Badung, Bali",Jenjang Pendidikan SMP,1.5235
5104,"Kab. Gianyar, Bali",Jenjang Pendidikan SMP,0.5155
5105,"Kab. Klungkung, Bali",Jenjang Pendidikan SMP,4.9296
5106,"Kab. Bangli, Bali",Jenjang Pendidikan SMP,0.9804
5107,"Kab. Karang Asem, Bali",Jenjang Pendidikan SMP,3.0411
5108,"Kab. Buleleng, Bali",Jenjang Pendidikan SMP,5.7878
5171,"Kota Denpasar, Bali",Jenjang Pendidikan SMP,2.181
5201,"Kab. Lombok Barat, Nusa Tenggara Barat",Jenjang Pendidikan SMP,6.694
5202,"Kab. Lombok Tengah, Nusa Tenggara Barat",Jenjang Pendidikan SMP,20.8983
