KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
6303,Kota Banjar,Jenjang Pendidikan SD,10.3917
6372,Kota Banjarbaru,Jenjang Pendidikan SD,2.2013
6371,Kota Banjarmasin,Jenjang Pendidikan SD,8.071
2171,Kota Batam,Jenjang Pendidikan SD,1.5401
3579,Kota Batu,Jenjang Pendidikan SD,1.4493
7472,Kota Baubau,Jenjang Pendidikan SD,9.6
1771,Kota Bengkulu,Jenjang Pendidikan SD,8.5232
5272,Kota Bima,Jenjang Pendidikan SD,8.8359
1276,Kota Binjai,Jenjang Pendidikan SD,4.0062
7172,Kota Bitung,Jenjang Pendidikan SD,6.6345
3572,Kota Blitar,Jenjang Pendidikan SD,4.4218
6474,Kota Bontang,Jenjang Pendidikan SD,2.7157
1375,Kota Bukittinggi,Jenjang Pendidikan SD,1.9802
3672,Kota Cilegon,Jenjang Pendidikan SD,2.2742
3277,Kota Cimahi,Jenjang Pendidikan SD,3.5743
5171,Kota Denpasar,Jenjang Pendidikan SD,3.5007
3276,Kota Depok,Jenjang Pendidikan SD,5.688
1473,Kota Dumai,Jenjang Pendidikan SD,6.4823
1278,Kota Gunungsitoli,Jenjang Pendidikan SD,13.2948
3174,Kota Jakarta Barat,Jenjang Pendidikan SD,2.9155
3173,Kota Jakarta Pusat,Jenjang Pendidikan SD,6.7545
3171,Kota Jakarta Selatan,Jenjang Pendidikan SD,3.9109
3172,Kota Jakarta Timur,Jenjang Pendidikan SD,3.5781
3175,Kota Jakarta Utara,Jenjang Pendidikan SD,6.621
1571,Kota Jambi,Jenjang Pendidikan SD,15.4329
9403,Kota Jayapura,Jenjang Pendidikan SD,12.9328
3571,Kota Kediri,Jenjang Pendidikan SD,7.8
7471,Kota Kendari,Jenjang Pendidikan SD,11.7219
7174,Kota Kotamobagu,Jenjang Pendidikan SD,15.1639
5371,Kota Kupang,Jenjang Pendidikan SD,4.4046
1173,Kota Langsa,Jenjang Pendidikan SD,10.1974
1174,Kota Lhokseumawe,Jenjang Pendidikan SD,3.9185
1674,Kota Lubuk Linggau,Jenjang Pendidikan SD,15.6455
3577,Kota Madiun,Jenjang Pendidikan SD,4.4728
3371,Kota Magelang,Jenjang Pendidikan SD,1.9469
7371,Kota Makassar,Jenjang Pendidikan SD,5.7564
3573,Kota Malang,Jenjang Pendidikan SD,1.1922
7171,Kota Manado,Jenjang Pendidikan SD,5.3688
5271,Kota Mataram,Jenjang Pendidikan SD,7.5877
1275,Kota Medan,Jenjang Pendidikan SD,2.5813
1872,Kota Metro,Jenjang Pendidikan SD,6.0317
3576,Kota Mojokerto,Jenjang Pendidikan SD,2.619
1371,Kota Padang,Jenjang Pendidikan SD,1.987
1374,Kota Padang Panjang,Jenjang Pendidikan SD,9.127
1277,Kota Padang Sidimpuan,Jenjang Pendidikan SD,5.467
1673,Kota Pagar Alam,Jenjang Pendidikan SD,1.8613
6271,Kota Palangka Raya,Jenjang Pendidikan SD,9.973
1671,Kota Palembang,Jenjang Pendidikan SD,9.9409
7373,Kota Palopo,Jenjang Pendidikan SD,7.5549
7271,Kota Palu,Jenjang Pendidikan SD,5.2292
1971,Kota Pangkalpinang,Jenjang Pendidikan SD,1.4966
7372,Kota Parepare,Jenjang Pendidikan SD,2.8169
1377,Kota Pariaman,Jenjang Pendidikan SD,3.2692
3575,Kota Pasuruan,Jenjang Pendidikan SD,2.1477
1376,Kota Payakumbuh,Jenjang Pendidikan SD,6.535
1471,Kota Pekanbaru,Jenjang Pendidikan SD,2.7542
1273,Kota Pematangsiantar,Jenjang Pendidikan SD,3.5333
6171,Kota Pontianak,Jenjang Pendidikan SD,4.162
1672,Kota Prabumulih,Jenjang Pendidikan SD,1.9817
3574,Kota Probolinggo,Jenjang Pendidikan SD,0.7702
1172,Kota Sabang,Jenjang Pendidikan SD,0
