KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
3272,"Kota Sukabumi, Jawa Barat",Jenjang Pendidikan SMA,5.8608
1606,"Kab. Musi Banyuasin, Sumatera Selatan",Jenjang Pendidikan SMA,5.8468
6210,"Kab. Pulang Pisau, Kalimantan Tengah",Jenjang Pendidikan SMA,5.8394
5203,"Kab. Lombok Timur, Nusa Tenggara Barat",Jenjang Pendidikan SMA,5.8268
3206,"Kab. Tasikmalaya, Jawa Barat",Jenjang Pendidikan SMA,5.7996
7101,"Kab. Bolaang Mongondow, Sulawesi Utara",Jenjang Pendidikan SMA,5.7851
7404,"Kab. Kolaka, Sulawesi Tenggara",Jenjang Pendidikan SMA,5.7692
1801,"Kab. Lampung Barat, Lampung",Jenjang Pendidikan SMA,5.7416
3274,"Kota Cirebon, Jawa Barat",Jenjang Pendidikan SMA,5.7214
1216,"Kab. Pakpak Bharat, Sumatera Utara",Jenjang Pendidikan SMA,5.7143
3526,"Kab. Bangkalan, Jawa Timur",Jenjang Pendidikan SMA,5.6769
1410,"Kab. Kepulauan Meranti, Riau",Jenjang Pendidikan SMA,5.6701
1108,"Kab. Aceh Besar, Aceh",Jenjang Pendidikan SMA,5.5556
1276,"Kota Binjai, Sumatera Utara",Jenjang Pendidikan SMA,5.4662
6110,"Kab. Melawi, Kalimantan Barat",Jenjang Pendidikan SMA,5.4645
3528,"Kab. Pamekasan, Jawa Timur",Jenjang Pendidikan SMA,5.4187
1613,"Kab. Musi Rawas Utara, Sumatera Selatan",Jenjang Pendidikan SMA,5.3846
3211,"Kab. Sumedang, Jawa Barat",Jenjang Pendidikan SMA,5.3333
1904,"Kab. Bangka Tengah, Bangka Belitung",Jenjang Pendidikan SMA,5.3191
2102,"Kab. Bintan, Kepulauan Riau",Jenjang Pendidikan SMA,5.3097
1610,"Kab. Ogan Ilir, Sumatera Selatan",Jenjang Pendidikan SMA,5.2632
1409,"Kab. Rokan Hilir, Riau",Jenjang Pendidikan SMA,5.2632
1371,"Kota Padang, Sumatera Barat",Jenjang Pendidikan SMA,5.2443
1308,"Kab. Lima Puluh Koto, Sumatera Barat",Jenjang Pendidikan SMA,5.2239
1311,"Kab. Dharmasraya, Sumatera Barat",Jenjang Pendidikan SMA,5.2083
1903,"Kab. Bangka Barat, Bangka Belitung",Jenjang Pendidikan SMA,5.0725
1115,"Kab. Nagan Raya, Aceh",Jenjang Pendidikan SMA,5.0505
8102,"Kab. Maluku Tenggara, Maluku",Jenjang Pendidikan SMA,5
7372,"Kota Parepare, Sulawesi Selatan",Jenjang Pendidikan SMA,4.9296
6112,"Kab. Kuburaya, Kalimantan Barat",Jenjang Pendidikan SMA,4.9223
3576,"Kota Mojokerto, Jawa Timur",Jenjang Pendidikan SMA,4.908
1810,"Kab. Pringsewu, Lampung",Jenjang Pendidikan SMA,4.908
5310,"Kab. Sikka, Nusa Tenggara Timur",Jenjang Pendidikan SMA,4.886
7406,"Kab. Bombana, Sulawesi Tenggara",Jenjang Pendidikan SMA,4.7872
7501,"Kab. Boalemo, Gorontalo",Jenjang Pendidikan SMA,4.7619
3215,"Kab. Karawang, Jawa Barat",Jenjang Pendidikan SMA,4.7619
3672,"Kota Cilegon, Banten",Jenjang Pendidikan SMA,4.7059
1215,"Kab. Humbang Hasudutan, Sumatera Utara",Jenjang Pendidikan SMA,4.6414
3401,"Kab. Kulon Progo, D.I. Yogyakarta",Jenjang Pendidikan SMA,4.5455
5318,"Kab. Nagakeo, Nusa Tenggara Timur",Jenjang Pendidikan SMA,4.5455
1804,"Kab. Lampung Timur, Lampung",Jenjang Pendidikan SMA,4.4574
6207,"Kab. Lamandau, Kalimantan Tengah",Jenjang Pendidikan SMA,4.4444
7104,"Kab. Kepulauan Talaud, Sulawesi Utara",Jenjang Pendidikan SMA,4.4025
